,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
2115,1174,Robert David Garrick Agnew,M,17.0,,,Australia,AUS,1948 Summer,1948,Summer,London,Swimming,Swimming Men's 400 metres Freestyle,
2116,1174,Robert David Garrick Agnew,M,17.0,,,Australia,AUS,1948 Summer,1948,Summer,London,Swimming,"Swimming Men's 1,500 metres Freestyle",
2117,1174,Robert David Garrick Agnew,M,21.0,,,Australia,AUS,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Men's 400 metres Freestyle,
2118,1174,Robert David Garrick Agnew,M,21.0,,,Australia,AUS,1952 Summer,1952,Summer,Helsinki,Swimming,"Swimming Men's 1,500 metres Freestyle",
2119,1174,Robert David Garrick Agnew,M,21.0,,,Australia,AUS,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
2203,1225,Joo Paquete Aguiar,M,17.0,,,Angola,ANG,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 50 metres Freestyle,
2224,1236,Andrey Alberto Aguilar Komissarov,M,19.0,178.0,72.0,Costa Rica,CRC,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 200 metres Breaststroke,
2225,1236,Andrey Alberto Aguilar Komissarov,M,19.0,178.0,72.0,Costa Rica,CRC,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 100 metres Butterfly,
2226,1236,Andrey Alberto Aguilar Komissarov,M,19.0,178.0,72.0,Costa Rica,CRC,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 200 metres Butterfly,
2227,1236,Andrey Alberto Aguilar Komissarov,M,19.0,178.0,72.0,Costa Rica,CRC,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 400 metres Individual Medley,
2228,1236,Andrey Alberto Aguilar Komissarov,M,23.0,178.0,72.0,Costa Rica,CRC,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 200 metres Breaststroke,
2229,1236,Andrey Alberto Aguilar Komissarov,M,23.0,178.0,72.0,Costa Rica,CRC,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 200 metres Butterfly,
2230,1236,Andrey Alberto Aguilar Komissarov,M,23.0,178.0,72.0,Costa Rica,CRC,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 200 metres Individual Medley,
2261,1252,Luis Enrique Aguilar Brenes,M,16.0,179.0,71.0,Costa Rica,CRC,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 100 metres Freestyle,
2268,1257,Maximiliano Aguilar Salazar,M,18.0,161.0,70.0,Mexico,MEX,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 100 metres Butterfly,
2272,1259,"Natalia Irina ""Natasha"" Aguilar Komissarova",F,18.0,163.0,54.0,Costa Rica,CRC,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 200 metres Freestyle,
2273,1259,"Natalia Irina ""Natasha"" Aguilar Komissarova",F,18.0,163.0,54.0,Costa Rica,CRC,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
2284,1266,Ana Carolina Aguilera,F,19.0,161.0,53.0,Argentina,ARG,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 200 metres Butterfly,
2334,1304,Gurn Fema gstsdttir,F,17.0,166.0,56.0,Iceland,ISL,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 100 metres Breaststroke,
2335,1304,Gurn Fema gstsdttir,F,17.0,166.0,56.0,Iceland,ISL,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 200 metres Breaststroke,
2408,1349,Elisabeth Ulla Johanna kesdotter Ahlgren (-Borglin),F,23.0,,,Sweden,SWE,1948 Summer,1948,Summer,London,Swimming,Swimming Women's 100 metres Freestyle,
2409,1349,Elisabeth Ulla Johanna kesdotter Ahlgren (-Borglin),F,23.0,,,Sweden,SWE,1948 Summer,1948,Summer,London,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
2466,1380,"Christine M. ""Crissy"" Ahmann-Leighton (-Perham)",F,22.0,172.0,52.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
2467,1380,"Christine M. ""Crissy"" Ahmann-Leighton (-Perham)",F,22.0,172.0,52.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 100 metres Butterfly,Silver
2468,1380,"Christine M. ""Crissy"" Ahmann-Leighton (-Perham)",F,22.0,172.0,52.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
2496,1404,Mohammed Abdul Elah Ahmed,M,23.0,170.0,61.0,Iraq,IRQ,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 50 metres Freestyle,
2501,1407,Mumtaz Ahmed,M,34.0,178.0,79.0,Pakistan,PAK,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 100 metres Freestyle,
2612,1464,Ai Yanhan,F,14.0,168.0,54.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Freestyle,
2613,1464,Ai Yanhan,F,14.0,168.0,54.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,
2701,1504,Armi Ursula Airaksinen (-Bveryd),F,18.0,166.0,59.0,Sweden,SWE,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 100 metres Butterfly,
2702,1504,Armi Ursula Airaksinen (-Bveryd),F,18.0,166.0,59.0,Sweden,SWE,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 200 metres Butterfly,
2757,1535,Kiera Leigh Aitken,F,20.0,167.0,55.0,Bermuda,BER,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 100 metres Backstroke,
2758,1535,Kiera Leigh Aitken,F,24.0,167.0,55.0,Bermuda,BER,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 100 metres Backstroke,
2782,1544,Marion Aizpors,F,27.0,180.0,67.0,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 50 metres Freestyle,
2783,1544,Marion Aizpors,F,27.0,180.0,67.0,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
2784,1544,Marion Aizpors,F,27.0,180.0,67.0,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 100 metres Backstroke,
2785,1544,Marion Aizpors,F,27.0,180.0,67.0,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
2853,1584,Aleksey Nikolayevich Akatyev,M,21.0,184.0,68.0,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 400 metres Freestyle,
2854,1584,Aleksey Nikolayevich Akatyev,M,21.0,184.0,68.0,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Swimming,"Swimming Men's 1,500 metres Freestyle",
2875,1598,Tolga Aslan Akcayli,M,19.0,,,Saint Vincent and the Grenadines,VIN,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 50 metres Freestyle,
2912,1623,Stephen George Akers,M,21.0,190.0,82.0,Great Britain,GBR,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 400 metres Freestyle,
2913,1623,Stephen George Akers,M,21.0,190.0,82.0,Great Britain,GBR,1992 Summer,1992,Summer,Barcelona,Swimming,"Swimming Men's 1,500 metres Freestyle",
2914,1623,Stephen George Akers,M,21.0,190.0,82.0,Great Britain,GBR,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
2981,1661,Doli Akhtar,F,14.0,158.0,53.0,Bangladesh,BAN,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 100 metres Breaststroke,
2982,1661,Doli Akhtar,F,18.0,158.0,53.0,Bangladesh,BAN,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 50 metres Freestyle,
2983,1661,Doli Akhtar,F,22.0,158.0,53.0,Bangladesh,BAN,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 50 metres Freestyle,
3075,1721,Ahmed Akram Abbas Mahmoud,M,19.0,188.0,80.0,Egypt,EGY,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 400 metres Freestyle,
3076,1721,Ahmed Akram Abbas Mahmoud,M,19.0,188.0,80.0,Egypt,EGY,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,"Swimming Men's 1,500 metres Freestyle",
3096,1731,Anastasiya Sergeyevna Aksenova,F,18.0,182.0,65.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 50 metres Freestyle,
3097,1731,Anastasiya Sergeyevna Aksenova,F,18.0,182.0,65.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 100 metres Freestyle,
3098,1731,Anastasiya Sergeyevna Aksenova,F,18.0,182.0,65.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
3099,1731,Anastasiya Sergeyevna Aksenova,F,18.0,182.0,65.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
3123,1742,Irina Anatolyevna Aksyonova,F,17.0,174.0,62.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 200 metres Freestyle,
3124,1742,Irina Anatolyevna Aksyonova,F,17.0,174.0,62.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 400 metres Freestyle,
3125,1742,Irina Anatolyevna Aksyonova,F,17.0,174.0,62.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 800 metres Freestyle,
3126,1742,Irina Anatolyevna Aksyonova,F,17.0,174.0,62.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze
3130,1746,Sonia Aktar,F,19.0,,,Bangladesh,BAN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,
3193,1792,Bassam Al-Ansari,M,,175.0,61.0,United Arab Emirates,UAE,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 400 metres Freestyle,
3194,1792,Bassam Al-Ansari,M,,175.0,61.0,United Arab Emirates,UAE,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
3195,1792,Bassam Al-Ansari,M,,175.0,61.0,United Arab Emirates,UAE,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
3204,1799,Yousef Al-Askari,M,18.0,175.0,65.0,Kuwait,KUW,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 200 metres Butterfly,
3206,1801,Jarrah Al-Asmawi,M,21.0,,,Kuwait,KUW,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 100 metres Freestyle,
3207,1801,Jarrah Al-Asmawi,M,21.0,,,Kuwait,KUW,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 100 metres Backstroke,
3208,1801,Jarrah Al-Asmawi,M,21.0,,,Kuwait,KUW,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 100 metres Butterfly,
3209,1802,Khaled Al-Assaf,M,20.0,179.0,68.0,Kuwait,KUW,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 100 metres Freestyle,
3217,1807,Mary Al-Atrash,F,22.0,170.0,57.0,Palestine,PLE,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,
3246,1820,Mohanad Ahmed Dheyaa Al-Azzawi,M,15.0,173.0,65.0,Iraq,IRQ,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 100 metres Butterfly,
3259,1832,Nada Mohamed Abdulzaher Mohamed Al-Bedwawi,F,18.0,162.0,53.0,United Arab Emirates,UAE,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,
3262,1834,Mubarak Muhammad Salem Al-Besher,M,24.0,,,United Arab Emirates,UAE,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 100 metres Breaststroke,
3275,1842,Sameera Zayid Al-Bitar,F,14.0,168.0,64.0,Bahrain,BRN,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 50 metres Freestyle,
3276,1842,Sameera Zayid Al-Bitar,F,18.0,168.0,64.0,Bahrain,BRN,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 50 metres Freestyle,
3310,1862,Khuwaiter Al-Dhaheri,M,17.0,,,United Arab Emirates,UAE,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 100 metres Freestyle,
3362,1891,Ayman Al-Enazy,M,19.0,,,Kuwait,KUW,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 100 metres Breaststroke,
3363,1891,Ayman Al-Enazy,M,19.0,,,Kuwait,KUW,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 200 metres Breaststroke,
3377,1903,Sara Abdulrahman Al-Flaij,F,16.0,170.0,72.0,Bahrain,BRN,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 50 metres Freestyle,
3379,1905,Abdulsalam Al-Gadabi,M,30.0,,,Yemen,YEM,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 50 metres Freestyle,
3391,1915,Adel Al-Ghaith,M,,178.0,72.0,Kuwait,KUW,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 100 metres Butterfly,
3397,1921,Mohammed bin Naseeb Al-Habsi,M,16.0,180.0,60.0,Oman,OMA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 100 metres Breaststroke,
3403,1926,Ahmad Al-Hahdoud,M,,,,Kuwait,KUW,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 100 metres Breaststroke,
3404,1926,Ahmad Al-Hahdoud,M,,,,Kuwait,KUW,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 200 metres Breaststroke,
3470,1976,Obaid Ahmed Obaid Al-Jasmi,M,23.0,178.0,71.0,United Arab Emirates,UAE,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 100 metres Freestyle,
3471,1976,Obaid Ahmed Obaid Al-Jasmi,M,26.0,178.0,71.0,United Arab Emirates,UAE,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 100 metres Freestyle,
3479,1982,Abdel Rahman Al-Kaaki,M,18.0,182.0,72.0,Lebanon,LIB,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 50 metres Freestyle,
3517,2008,Noah Abdalaziz Al-Khulaifi,M,17.0,190.0,86.0,Qatar,QAT,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Backstroke,
3523,2011,Ahmed Al-Kudmani,M,21.0,170.0,70.0,Saudi Arabia,KSA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 100 metres Breaststroke,
3524,2011,Ahmed Al-Kudmani,M,24.0,170.0,70.0,Saudi Arabia,KSA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 100 metres Breaststroke,
3525,2012,Khalid Al-Kulaibi,M,14.0,170.0,63.0,Oman,OMA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 50 metres Freestyle,
3532,2018,Rashid Salim Al-Ma'Shari,M,18.0,,,Oman,OMA,1996 Summer,1996,Summer,Atlanta,Swimming,"Swimming Men's 1,500 metres Freestyle",
3534,2020,Faisal Al-Mahmeed,M,16.0,180.0,72.0,Kuwait,KUW,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 100 metres Backstroke,
3535,2021,Fatema Abdul Muhsin Al-Mahmeed,F,17.0,167.0,60.0,Bahrain,BRN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,
3564,2037,Ayoub Al-Mas,M,21.0,180.0,67.0,United Arab Emirates,UAE,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 50 metres Freestyle,
3587,2054,Bader Abdulrahman Al-Muhana,M,19.0,,,Saudi Arabia,KSA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 100 metres Butterfly,
3623,2078,Mhasin Al-Noor Fadlalla,F,18.0,158.0,40.0,Sudan,SUD,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 50 metres Freestyle,
3632,2084,Fahad S. A. B. S. Al-Otaibi,M,20.0,,,Kuwait,KUW,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 100 metres Backstroke,
3634,2086,Sultan A. B. S. S. Al-Otaibi,M,18.0,173.0,73.0,Kuwait,KUW,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 200 metres Butterfly,
3635,2086,Sultan A. B. S. S. Al-Otaibi,M,18.0,173.0,73.0,Kuwait,KUW,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 200 metres Individual Medley,
3636,2086,Sultan A. B. S. S. Al-Otaibi,M,18.0,173.0,73.0,Kuwait,KUW,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 400 metres Individual Medley,
3637,2086,Sultan A. B. S. S. Al-Otaibi,M,22.0,173.0,73.0,Kuwait,KUW,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 200 metres Backstroke,
3638,2086,Sultan A. B. S. S. Al-Otaibi,M,22.0,173.0,73.0,Kuwait,KUW,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 200 metres Breaststroke,
3639,2086,Sultan A. B. S. S. Al-Otaibi,M,22.0,173.0,73.0,Kuwait,KUW,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 200 metres Individual Medley,
3640,2086,Sultan A. B. S. S. Al-Otaibi,M,26.0,173.0,73.0,Kuwait,KUW,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 100 metres Breaststroke,
3641,2086,Sultan A. B. S. S. Al-Otaibi,M,26.0,173.0,73.0,Kuwait,KUW,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 200 metres Individual Medley,
3642,2086,Sultan A. B. S. S. Al-Otaibi,M,30.0,173.0,73.0,Kuwait,KUW,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 200 metres Individual Medley,
3685,2116,Obaid Al-Rumaithi,M,16.0,179.0,60.0,United Arab Emirates,UAE,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 100 metres Breaststroke,
3686,2116,Obaid Al-Rumaithi,M,16.0,179.0,60.0,United Arab Emirates,UAE,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 200 metres Breaststroke,
3687,2116,Obaid Al-Rumaithi,M,16.0,179.0,60.0,United Arab Emirates,UAE,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
3688,2116,Obaid Al-Rumaithi,M,20.0,179.0,60.0,United Arab Emirates,UAE,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
3689,2116,Obaid Al-Rumaithi,M,20.0,179.0,60.0,United Arab Emirates,UAE,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
3690,2116,Obaid Al-Rumaithi,M,20.0,179.0,60.0,United Arab Emirates,UAE,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 100 metres Breaststroke,
3691,2116,Obaid Al-Rumaithi,M,20.0,179.0,60.0,United Arab Emirates,UAE,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 200 metres Breaststroke,
3692,2116,Obaid Al-Rumaithi,M,20.0,179.0,60.0,United Arab Emirates,UAE,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
3695,2119,Yaaqoub Al-Saadi,M,20.0,175.0,62.0,United Arab Emirates,UAE,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Backstroke,
3702,2125,Hussein Al-Sadiq,M,20.0,,,Saudi Arabia,KSA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 100 metres Freestyle,
3703,2125,Hussein Al-Sadiq,M,20.0,,,Saudi Arabia,KSA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 200 metres Freestyle,
3704,2125,Hussein Al-Sadiq,M,20.0,,,Saudi Arabia,KSA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 400 metres Freestyle,
3705,2125,Hussein Al-Sadiq,M,20.0,,,Saudi Arabia,KSA,1992 Summer,1992,Summer,Barcelona,Swimming,"Swimming Men's 1,500 metres Freestyle",
3743,2150,Hasan Al-Shammari,M,21.0,177.0,71.0,Kuwait,KUW,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 50 metres Freestyle,
3744,2150,Hasan Al-Shammari,M,21.0,177.0,71.0,Kuwait,KUW,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 100 metres Freestyle,
3747,2152,Thamer Al-Shamroukh,M,19.0,,,Kuwait,KUW,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 200 metres Freestyle,
3760,2163,Hesham Al-Shehabi,M,16.0,172.0,71.0,Bahrain,BRN,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 100 metres Freestyle,
3894,2248,Eduardo Alans Guerrero,M,18.0,174.0,55.0,Mexico,MEX,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
3895,2248,Eduardo Alans Guerrero,M,18.0,174.0,55.0,Mexico,MEX,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
3896,2248,Eduardo Alans Guerrero,M,18.0,174.0,55.0,Mexico,MEX,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 200 metres Individual Medley,
3897,2248,Eduardo Alans Guerrero,M,18.0,174.0,55.0,Mexico,MEX,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 400 metres Individual Medley,
3899,2250,Juan Alans Guerrero,M,18.0,177.0,70.0,Mexico,MEX,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 200 metres Butterfly,
3900,2250,Juan Alans Guerrero,M,18.0,177.0,70.0,Mexico,MEX,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 400 metres Individual Medley,
3901,2250,Juan Alans Guerrero,M,22.0,177.0,70.0,Mexico,MEX,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 400 metres Freestyle,
3902,2250,Juan Alans Guerrero,M,22.0,177.0,70.0,Mexico,MEX,1968 Summer,1968,Summer,Mexico City,Swimming,"Swimming Men's 1,500 metres Freestyle",
3903,2250,Juan Alans Guerrero,M,22.0,177.0,70.0,Mexico,MEX,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
3918,2261,Osama Mohammed Ye Alarag,M,16.0,175.0,72.0,Qatar,QAT,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 100 metres Breaststroke,
3921,2264,Jorge Alarcn Gmez,M,19.0,185.0,80.0,Mexico,MEX,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
3922,2264,Jorge Alarcn Gmez,M,19.0,185.0,80.0,Mexico,MEX,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
3942,2277,Darija Alauf,F,23.0,,,Individual Olympic Athletes,IOA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 100 metres Backstroke,
3943,2277,Darija Alauf,F,23.0,,,Individual Olympic Athletes,IOA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 200 metres Backstroke,
4013,2314,Markel Alberdi Sarobe,M,24.0,187.0,76.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
4027,2324,Ilse Albert,F,23.0,,,Austria,AUT,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Women's 200 metres Breaststroke,
4064,2340,Mario Albertini,M,,,,Italy,ITA,1906 Summer,1906,Summer,Athina,Swimming,Swimming Men's 100 metres Freestyle,
4065,2340,Mario Albertini,M,,,,Italy,ITA,1906 Summer,1906,Summer,Athina,Swimming,Swimming Men's One Mile Freestyle,
4089,2357,Piotr Albiski,M,22.0,188.0,74.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Swimming,"Swimming Men's 1,500 metres Freestyle",
4090,2357,Piotr Albiski,M,22.0,188.0,74.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
4163,2392,Mablio Antnio Gomes Sousa Agostini Albuquerque,M,19.0,181.0,84.0,Portugal,POR,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
4164,2392,Mablio Antnio Gomes Sousa Agostini Albuquerque,M,19.0,181.0,84.0,Portugal,POR,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 100 metres Butterfly,
4220,2415,Ricardo Aldabe Moreno,M,19.0,193.0,80.0,Spain,ESP,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 100 metres Backstroke,
4221,2415,Ricardo Aldabe Moreno,M,19.0,193.0,80.0,Spain,ESP,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 200 metres Backstroke,
4272,2443,"Joan ""Jody"" Alderson (-Braskamp)",F,17.0,170.0,59.0,United States,USA,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Women's 100 metres Freestyle,
4273,2443,"Joan ""Jody"" Alderson (-Braskamp)",F,17.0,170.0,59.0,United States,USA,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
4306,2461,Ana Feio da Gama Alegria,F,15.0,177.0,65.0,Portugal,POR,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 100 metres Freestyle,
4307,2461,Ana Feio da Gama Alegria,F,15.0,177.0,65.0,Portugal,POR,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 100 metres Butterfly,
